SAMPLING EVENT IDENTIFIER,COMMON NAME,OBSERVATION COUNT
S80488258,Band-tailed Pigeon,5
S80488258,Steller's Jay,1
S80488258,Golden Eagle,2
S80488258,Dark-eyed Junco,24
S80488258,Anna's Hummingbird,2
S80488258,Common Raven,2
S80488258,Wrentit,2
S80488258,Spotted Towhee,2
S80488258,White-breasted Nuthatch,5
S80488258,Turkey Vulture,10
S80488258,Savannah Sparrow,2
S80488258,Bald Eagle,1
S80488258,Red-tailed Hawk,2
S80488258,California Scrub-Jay,8
S80488258,Oak Titmouse,6
S80488258,Northern Flicker,2
S80488258,California Thrasher,2
S80488258,White-crowned Sparrow,1
S80488258,Say's Phoebe,1
S80488258,Bewick's Wren,2
S80488258,Golden-crowned Sparrow,15
S80488258,Nuttall's Woodpecker,1
S80488258,American Kestrel,1
S80488258,Acorn Woodpecker,12
S80258060,gull sp.,18
S80258060,Double-crested Cormorant,2
S80258060,Ring-billed Gull,1
S80258060,Turkey Vulture,2
S80258060,American Coot,2
S80258060,Common Goldeneye,1
S80258060,Pied-billed Grebe,2
S80258060,Savannah Sparrow,3
S80258060,Osprey,1
S80258166,American Coot,2
S80258166,Turkey Vulture,2
S80258166,Osprey,1
S80258166,Common Goldeneye,1
S80258166,Double-crested Cormorant,2
S80258166,Ring-billed Gull,1
S80258166,gull sp.,18
S80258166,Savannah Sparrow,2
S80258166,Pied-billed Grebe,2
S80527141,Bufflehead,1
S80527141,Song Sparrow,1
S80527141,American Coot,1
S80527141,Western Gull,1
S80527141,Virginia Rail,2
S80527141,Brewer's Blackbird,30
S80527141,Forster's Tern,1
S80527141,Bushtit,1
S80527141,Northern Mockingbird,1
S80527141,Snowy Egret,1
S80527141,Ruddy Duck,1
S80527141,Great Blue Heron,1
S80527141,Northern Harrier,1
S80527141,Greater/Lesser Scaup,1
S80527141,Eurasian Wigeon,1
S80527141,Great Egret,8
S80527141,Cinnamon Teal,1
S80527141,White-crowned Sparrow,1
S80527141,Greater Yellowlegs,1
S80527141,Willet,9
S80527141,Horned/Eared Grebe,1
S80527141,Ring-billed Gull,1
S80527141,Canada Goose,6
S80527141,Horned Grebe,1
S80527141,Common Goldeneye,1
S80527141,House Finch,1
S80527141,Western Grebe,10
S80528179,Cooper's Hawk,1
S80330954,Loggerhead Shrike,1
S80556023,Green-winged Teal,1
S80556023,Bushtit,8
S80556023,Belted Kingfisher,1
S80556023,Common Raven,4
S80556023,Turkey Vulture,22
S80556023,Black Phoebe,4
S80556023,Red-tailed Hawk,4
S80556023,American Coot,6
S80556023,American Robin,1
S80556023,Brewer's Blackbird,40
S80556023,American Wigeon,1
S80556023,Mallard,10
S80556023,Great Blue Heron,1
S80556023,Pied-billed Grebe,1
S80556023,Acorn Woodpecker,3
S80556023,Common Goldeneye,1
S80556023,Canada Goose,25
S80556023,Spotted Towhee,1
S80556023,Ruddy Duck,50
S80556023,Double-crested Cormorant,3
S80556023,Killdeer,1
S80556023,Eurasian Collared-Dove,2
S80547752,Cooper's Hawk,1
S80499775,Downy Woodpecker,1
S80499775,Blue Jay,1
S80499775,Carolina Wren,1
S80499775,Black Vulture,1
S80499775,Tufted Titmouse,1
S80499775,Mourning Dove,1
S80499775,Red-tailed Hawk,1
S80499775,Northern Cardinal,1
S80548880,Great Egret,8
S80548880,Eurasian Wigeon,1
S80548880,Snowy Egret,1
S80548880,Cinnamon Teal,1
S80548880,Great Blue Heron,1
S80548880,Common Goldeneye,1
S80548880,Northern Mockingbird,1
S80548880,Ring-billed Gull,1
S80548880,Horned/Eared Grebe,1
S80548880,Virginia Rail,2
S80548880,Bufflehead,1
S80548880,Willet,9
S80548880,Song Sparrow,1
S80548880,White-crowned Sparrow,1
S80548880,Canada Goose,6
S80548880,Bushtit,1
S80548880,Northern Harrier,1
S80548880,Greater Yellowlegs,1
S80548880,Horned Grebe,1
S80548880,Greater/Lesser Scaup,1
S80548880,Ruddy Duck,1
S80548880,Forster's Tern,1
S80548880,Western Gull,1
S80548880,House Finch,1
S80548880,American Coot,1
S80548880,Brewer's Blackbird,30
S80548880,Western Grebe,10
S80551326,Western Meadowlark,10
S80551326,Red-tailed Hawk,1
S80510462,Steller's Jay,5
S80510462,Lewis's Woodpecker,1
S80510462,Brown-capped Rosy-Finch,65
S80608556,Golden-crowned Sparrow,3
S80608556,Anna's Hummingbird,3
S80608556,Oak Titmouse,2
S80608556,Bushtit,5
S80608556,Summer Tanager,1
S80608556,California Towhee,2
S80608556,Chestnut-backed Chickadee,3
S80608556,Red-shouldered Hawk,1
S80608556,Hermit Thrush,1
S80608556,Pygmy Nuthatch,8
S80608556,White-tailed Kite,1
S80608556,Dark-eyed Junco,5
S80608556,Pine Siskin,4
S80608556,American Crow,6
S80608556,Northern Mockingbird,1
S80608556,California Scrub-Jay,1
S80663322,Red-tailed Hawk,1
S80663322,Chestnut-backed Chickadee,1
S80663322,California Towhee,2
S80663322,Turkey Vulture,1
S80663322,Golden-crowned Sparrow,5
S80663322,Oak Titmouse,4
S80663322,Common Yellowthroat,1
S80663322,Acorn Woodpecker,3
S80663322,Yellow-rumped Warbler,1
S80614865,Ruby-crowned Kinglet,2
S80614865,Mallard,30
S80614865,Ring-billed Gull,40
S80614865,House Sparrow,4
S80614865,Red-shouldered Hawk,1
S80614865,American Crow,120
S80614865,California Gull,90
S80614865,Hairy Woodpecker,1
S80614865,Rock Pigeon,2
S80614865,Common Raven,2
S80614865,Townsend's Warbler,1
S80614865,Greater White-fronted Goose,1
S80614865,Anna's Hummingbird,2
S80614865,Black Phoebe,1
S80614865,Common Goldeneye,3
S80614865,American Coot,20
S80614865,Canada Goose,100
S80614865,Yellow-rumped Warbler,2
S80733068,White-winged Dove,21
S80735323,Mallard,30
S80735323,Chestnut-backed Chickadee,3
S80735323,Ring-billed Gull,20
S80735323,American Goldfinch,2
S80735323,Yellow-rumped Warbler,5
S80735323,Canada Goose,110
S80735323,American Crow,20
S80735323,Black Phoebe,2
S80735323,California Gull,30
S80735323,American Coot,20
S80735323,Greater White-fronted Goose,1
S80735323,Dark-eyed Junco,2
S80697269,Mourning Dove,65
S80697269,White-crowned Sparrow,10
S80697269,Dark-eyed Junco,2
S80705683,Yellow-rumped Warbler,3
S80705683,Western Bluebird,2
S80670362,Cedar Waxwing,15
S80747597,Cedar Waxwing,15
S88940272,Anna's Hummingbird,X
S80505323,Pine Siskin,6
S80505323,Downy Woodpecker,1
S80505323,Carolina Wren,1
S80505323,House Finch,4
S80505323,Eastern Bluebird,2
S80505323,Song Sparrow,1
S80505323,Blue Jay,1
S80505323,Northern Cardinal,7
S80505323,Carolina Chickadee,2
S80505323,Brown Creeper,1
S80505323,White-throated Sparrow,5
S80505323,Yellow-bellied Sapsucker,1
S80505323,Yellow-rumped Warbler,2
S80505323,Mourning Dove,2
S80505323,Red-breasted Nuthatch,1
S81485508,Snowy Egret,X
S81485508,Green-winged Teal,3
S81485508,Greater Scaup,2
S81485508,American Wigeon,3
S81485508,Blue-winged Teal,2
S80362307,Western Gull,X
S80362307,Sanderling,15
S80362307,Brant,1
S80362307,Common Goldeneye,5
S80362307,Whimbrel,2
S80362307,Double-crested Cormorant,30
S80362307,Brewer's Blackbird,12
S80362307,Eared Grebe,2
S80362307,Red-winged Blackbird,6
S80362307,Black-bellied Plover,12
S80362307,Common Loon,2
S80362307,Bufflehead,2
S80362307,Surf Scoter,10
S80362307,Glaucous-winged Gull,1
S80362307,American Coot,8
S80362307,Greater/Lesser Scaup,40
S80362307,Willet,1
S80362307,Western/Clark's Grebe,2
S80362307,Western Grebe,4
S80362307,Horned Grebe,1
S80362307,California Gull,2
S80362307,Short-billed Gull,3
S80373482,Northern Cardinal,X
S80373482,White-breasted Nuthatch,X
S80373482,American Crow,X
S80373482,American Goldfinch,X
S80373482,European Starling,X
S80373482,Chipping Sparrow,4
S80373482,Eastern Bluebird,5
S80373482,Blue Jay,X
S80373482,Song Sparrow,X
S80373482,Mourning Dove,X
S80373482,Pine Siskin,5
S80373482,American Robin,1
S80373482,Eastern Towhee,X
S80373482,Red-bellied Woodpecker,X
S80373482,Northern Mockingbird,X
S80373482,White-throated Sparrow,X
S80373482,Downy Woodpecker,2
S80373482,House Finch,X
S80373482,Dark-eyed Junco,X
S80373482,Carolina Wren,X
S80373482,Carolina Chickadee,X
S80379315,Great Blue Heron,2
S80379315,American Crow,1
S80379315,Herring Gull,2
S80379315,Ring-billed Gull,28
S80379315,American White Pelican,6
S80270455,Eastern Meadowlark,3
S80270455,Northern Cardinal,1
S80270455,crow sp.,4
S80270455,American Crow,1
S80270455,Killdeer,3
S80270455,Mourning Dove,2
S80270455,Yellow-rumped Warbler,1
S80317397,Mallard,1
S80317397,California Towhee,1
S80317397,Pine Siskin,2
S80317397,Purple Finch,1
S80317397,Song Sparrow,1
S80317397,Golden-crowned Sparrow,7
S80317397,Fox Sparrow,1
S80317397,American Crow,2
S80317397,Band-tailed Pigeon,6
S80317397,Townsend's Warbler,1
S80317397,Lesser Goldfinch,1
S80317397,House Finch,12
S80317397,Mourning Dove,2
S80317397,Chestnut-backed Chickadee,2
S80317397,Yellow-rumped Warbler,3
S80317397,White-crowned Sparrow,12
S80317397,Dark-eyed Junco,2
S80317397,Lincoln's Sparrow,1
S80319290,Pine Siskin,2
S80319290,Chestnut-backed Chickadee,2
S80319290,Mallard,1
S80319290,Fox Sparrow,1
S80319290,Mourning Dove,2
S80319290,American Crow,2
S80319290,Band-tailed Pigeon,6
S80319290,California Towhee,1
S80319290,Purple Finch,1
S80319290,White-crowned Sparrow,12
S80319290,Lincoln's Sparrow,1
S80319290,Townsend's Warbler,1
S80319290,House Finch,12
S80319290,Dark-eyed Junco,2
S80319290,Golden-crowned Sparrow,7
S80319290,Song Sparrow,1
S80319290,Lesser Goldfinch,1
S80319290,Yellow-rumped Warbler,3
S80327411,Common Loon,5
S80327411,Ring-billed Gull,15
S80327411,Double-crested Cormorant,100
S80327411,American White Pelican,1
S80327411,Bonaparte's Gull,5
S80327411,Pied-billed Grebe,10
S80327411,Belted Kingfisher,2
S80327411,Horned Grebe,25
S80327411,Bald Eagle,3
S80327411,Canada Goose,6
S80327411,Common Goldeneye,80
S80332646,Eurasian Collared-Dove,2
S80332646,cormorant sp.,1
S80332646,Western/Clark's Grebe,1
S80384526,Red-tailed Hawk,4
S80384526,American Wigeon,18
S80384526,American Tree Sparrow,2
S80384526,Red-winged Blackbird,6
S80384526,Northern Pintail,X
S80384526,Gadwall,23
S80384526,Northern Harrier,2
S80384526,Mallard,X
S80384526,Northern Flicker,2
S80394081,White-breasted Nuthatch,1
S80394081,Rock Pigeon,7
S80394081,Cooper's Hawk,1
S80394081,Carolina Chickadee,2
S80394081,Tufted Titmouse,2
S80394081,Common Raven,2
S80394081,American Crow,4
S80464724,Carolina Wren,1
S80464724,White-breasted Nuthatch,1
S80464724,White-throated Sparrow,1
S80464724,Downy Woodpecker,1
S80464724,Carolina Chickadee,2
S80464724,American Crow,4
S80464724,Red-tailed Hawk,1
S80464724,Red-bellied Woodpecker,2
S80464724,Dark-eyed Junco,3
S80464724,American Goldfinch,2
S80464724,House Finch,1
S80464724,Tufted Titmouse,1
S80464724,Hairy Woodpecker,1
S80464724,Great Blue Heron,1
S80464724,Sharp-shinned Hawk,1
S80464724,Eastern Bluebird,3
S80464724,Eastern Towhee,1
S80464724,American Robin,1
S80538985,White-crowned Sparrow,10
S80538985,Phainopepla,1
S80538985,House Finch,20
S80538985,Lesser Goldfinch,4
S80563932,Killdeer,2
S80563932,Sandhill Crane,10
S80563932,Cooper's Hawk,1
S80563932,Red-tailed Hawk,1
S80563932,Northern Harrier,2
S80619955,Lewis's Woodpecker,1
S80821323,Carolina Chickadee,4
S80821323,Tufted Titmouse,6
S80821323,White-breasted Nuthatch,3
S80821323,Golden-crowned Kinglet,2
S80821323,Red-shouldered Hawk,1
S80821323,Red-bellied Woodpecker,1
S80821323,Pileated Woodpecker,2
S80821323,Blue Jay,1
S80821323,Turkey Vulture,1
S80480355,Cedar Waxwing,23
S80480355,Dark-eyed Junco,3
S80480355,American Crow,2
S80480355,American Goldfinch,2
S80480355,House Finch,4
S80480355,Carolina Chickadee,2
S80480355,American Robin,1
S80480355,Northern Cardinal,1
S80480355,Carolina Wren,1
S80480355,Killdeer,1
S80480355,Mourning Dove,2
S80480355,Tufted Titmouse,3
S80480355,Red-shouldered Hawk,1
S80480355,Downy Woodpecker,1
S80248725,Dark-eyed Junco,9
S80248725,Tufted Titmouse,1
S80248725,Red-breasted Nuthatch,2
S80248725,Carolina Wren,1
S80248725,White-throated Sparrow,1
S80248725,American Goldfinch,19
S80248725,Carolina Chickadee,3
S80248725,Red-bellied Woodpecker,1
S80248725,Northern Cardinal,2
S80248725,Purple Finch,1
S80248725,White-breasted Nuthatch,1
S80248725,Blue Jay,3
S80738642,Mallard,2
S80738642,Wood Duck,2
S80738642,Steller's Jay,1
S105700973,House Finch,1
S105700973,Purple Finch,7
S105700973,Carolina Wren,1
S105700973,American Goldfinch,4
S105746376,House Finch,1
S105746376,American Goldfinch,4
S105746376,Carolina Wren,1
S105746376,Purple Finch,7
S80489557,Chestnut-backed Chickadee,3
S80489557,Great Horned Owl,2
S80489557,American Crow,6
S80489557,Red-tailed Hawk,1
S80489557,Hermit Thrush,1
S80489557,Dark-eyed Junco,3
S80489557,European Starling,4
S80489557,Acorn Woodpecker,8
S80489557,Hooded Merganser,3
S80489557,Ruby-crowned Kinglet,1
S80489557,Mourning Dove,2
S80489557,Yellow-rumped Warbler,2
S80489557,Nuttall's Woodpecker,2
S80489557,Western Screech-Owl,1
S80489557,White-breasted Nuthatch,2
S80483862,Townsend's Warbler,1
S80483862,Chestnut-backed Chickadee,3
S80483862,Pine Siskin,12
S80313680,European Starling,20
S80313680,Turkey Vulture,2
S80317794,Brown Thrasher,3
S80317794,Carolina Wren,3
S80317794,Chipping Sparrow,8
S80317794,Red-breasted Nuthatch,1
S80317794,blackbird sp.,9
S80317794,Ring-billed Gull,140
S80317794,Blue Jay,1
S80317794,White-throated Sparrow,8
S80317794,sparrow sp.,30
S80317794,Northern Mockingbird,1
S80317794,Yellow-rumped Warbler,1
S80317794,American Crow,11
S80317794,Tufted Titmouse,1
S80317794,Bald Eagle,1
S80317794,Song Sparrow,1
S80317794,Northern Cardinal,2
S80386535,Bewick's Wren,1
S80386535,House Finch,5
S80386535,Lesser Goldfinch,25
S80386535,Anna's Hummingbird,3
S80386535,California Gull,5
S80386535,Dark-eyed Junco,2
S80386535,American Crow,13
S80386535,Chestnut-backed Chickadee,1
S80386535,White-crowned Sparrow,5
S80386535,Western Bluebird,5
S80386535,Oak Titmouse,1
S80462115,House Finch,2
S80462115,Blue Jay,1
S80462115,Red-bellied Woodpecker,1
S80462115,Carolina Chickadee,1
S80462115,Yellow-rumped Warbler,3
S80462115,Downy Woodpecker,1
S80462115,Turkey Vulture,1
S80462115,Canada Goose,2
S80462115,Eastern Bluebird,3
S80462115,Hairy Woodpecker,1
S80462115,Eastern Phoebe,1
S80462115,American Crow,1
S80462115,Brown Creeper,1
S80462115,Carolina Wren,2
S80462115,Song Sparrow,1
S80462115,Tufted Titmouse,2
S80462115,Mourning Dove,1
S80462115,American Robin,2
S80462115,White-breasted Nuthatch,3
S80462115,American Goldfinch,1
S80467036,Northern Cardinal,2
S80467036,Northern Flicker,1
S80467036,American Robin,7
S80467673,White-throated Sparrow,7
S80467673,Northern Mockingbird,1
S80467673,Canada Goose,50
S80467673,Bald Eagle,1
S80467673,Song Sparrow,1
S80467673,Turkey Vulture,3
S80467673,Northern Cardinal,2
S80467673,Double-crested Cormorant,37
S80467673,Bufflehead,1
S80467673,Black Vulture,1
S80467673,Ring-billed Gull,4
S80717828,Song Sparrow,2
S80717828,Bald Eagle,4
S80717828,Eastern Bluebird,3
S80717828,Red-bellied Woodpecker,1
S80717828,Turkey Vulture,3
S80717828,Double-crested Cormorant,9
S80717828,Pine Warbler,1
S80717828,Northern Cardinal,2
S80717828,Ring-billed Gull,40
S80717828,Bufflehead,8
S80717828,Canada Goose,1
S80717828,Carolina Wren,2
S80543759,Canada Goose,24
S80543759,Turkey Vulture,4
S80543759,Northern Flicker,1
S80543759,Downy Woodpecker,1
S80543759,Eastern Bluebird,2
S80543759,Carolina Wren,1
S80543759,Black Vulture,2
S80577116,Great Black-backed Gull,10
S80577116,Mallard,8
S80577116,Ring-billed Gull,100
S80577116,Carolina Chickadee,1
S80577116,Herring Gull,500
S80577116,Great Blue Heron,1
S80577116,Mallard (Domestic type),1
S80577116,Double-crested Cormorant,5
S80660893,Common Raven,4
S80779910,Merlin,1
S80779910,American Robin,5
S80738671,Black Phoebe,1
S80738671,Double-crested Cormorant,1
S80738671,Dark-eyed Junco,1
S80738671,Mallard,16
S80738671,American Coot,40
S80738671,Pied-billed Grebe,4
S80738671,Great Egret,1
S80738671,Black-crowned Night-Heron,1
S80738671,Hermit Thrush,1
S80738671,hummingbird sp.,1
S80738671,Canada Goose,30
S80738671,California Gull,36
S80738671,California Scrub-Jay,1
S80538110,Blue-gray Gnatcatcher,2
S80538110,Red-shouldered Hawk,1
S80538110,Yellow-rumped Warbler,1
S80538110,Glaucous-winged Gull,17
S80538110,Western Gull,106
S80538110,Cooper's Hawk,2
S80538110,Wrentit,1
S80538110,Whimbrel,1
S80538110,Long-billed Curlew,3
S80538110,Hairy Woodpecker,1
S80538110,California Scrub-Jay,4
S80538110,Spotted Towhee,3
S80538110,Black Turnstone,4
S80538110,Western Meadowlark,21
S80538110,Red-throated Loon,1
S80538110,Black Oystercatcher,4
S80538110,American Crow,7
S80538110,Bewick's Wren,7
S80538110,California Gull,2
S80538110,Common Raven,4
S80538110,Eurasian Collared-Dove,1
S80538110,California Thrasher,3
S80538110,Anna's Hummingbird,3
S80538110,Ruby-crowned Kinglet,2
S80538110,Lesser Goldfinch,16
S80538110,Double-crested Cormorant,1
S80538110,Herring Gull,2
S80538110,Black Phoebe,3
S80538110,California Towhee,1
S80538110,gull sp.,60
S80538110,Song Sparrow,14
S80538110,White-crowned Sparrow,59
S80538110,Brandt's Cormorant,44
S80538110,House Finch,23
S80538110,Brewer's Blackbird,6
S80538110,Common Yellowthroat,1
S80538110,Lincoln's Sparrow,2
S80538110,Golden-crowned Sparrow,33
S80538110,Hermit Thrush,2
S80538110,Surf Scoter,3
S80538110,Snowy Egret,1
S80538110,American Kestrel,1
S80538110,Northern Harrier,1
S80538110,Bushtit,10
S80538110,Zonotrichia sp.,12
S80654168,American Crow,12
S80654168,Black-bellied Plover,300
S80654168,White-crowned Sparrow,30
S80654168,Western Sandpiper,150
S80654168,Snowy Egret,4
S80654168,Ruby-crowned Kinglet,1
S80654168,California Towhee,2
S80654168,Willet,250
S80654168,Common Raven,2
S80654168,Ruddy Turnstone,1
S80654168,Red-winged Blackbird,20
S80654168,Mallard,52
S80654168,Burrowing Owl,1
S80654168,Eared Grebe,1
S80654168,Canvasback,4
S80654168,Western Meadowlark,20
S80654168,Pacific Golden-Plover,1
S80654168,Black-necked Stilt,120
S80654168,White-tailed Kite,1
S80654168,Red-tailed Hawk,2
S80654168,Anna's Hummingbird,1
S80654168,Dunlin,2000
S80654168,Northern Harrier,3
S80654168,Double-crested Cormorant,2
S80654168,Song Sparrow,2
S80654168,Cooper's Hawk,2
S80654168,Golden-crowned Sparrow,8
S80654168,American Pipit,2
S80654168,California Gull,20
S80654168,Greater Scaup,20
S80654168,Merlin,1
S80654168,Mallard (Domestic type),2
S80654168,Clark's Grebe,2
S80654168,Black Phoebe,2
S80654168,Savannah Sparrow,16
S80654168,Greater Yellowlegs,4
S80654168,Great Egret,2
S80654168,Canada Goose,20
S80654168,Cackling Goose,100
S80654168,Least Sandpiper,200
S80654168,Black Oystercatcher,9
S80654168,Greater/Lesser Scaup,100
S80654168,Bushtit,6
S80654168,Glaucous-winged Gull,1
S80654168,Horned Grebe,1
S80654168,Northern Pintail,3
S80654168,Marbled Godwit,600
S80654168,American Avocet,250
S80654168,American Wigeon,20
S80654168,Barn Owl,1
S80654168,Northern Shoveler,50
S80341358,Tufted Titmouse,1
S80508386,Common Goldeneye,17
S80508386,Ring-necked Duck,1
S80508386,Red-shouldered Hawk,1
S80508386,Gadwall,4
S80508386,American Robin,2
S80508386,American Crow,5
S80508386,Canada Goose,50
S80508386,Great Blue Heron,1
S80508386,Eastern Bluebird,1
S80508386,Pied-billed Grebe,1
S80508386,Dark-eyed Junco,5
S80508386,House Sparrow,2
S80508386,Barred Owl,1
S80508386,European Starling,1
S80508386,Mallard,8
S81665701,Carolina Chickadee,2
S81665701,American Robin,2
S81665701,American Wigeon,2
S81665701,Red-breasted Nuthatch,1
S81665701,American Crow,4
S81665701,Mallard,6
S81665701,Osprey,1
S81665701,Great Blue Heron,1
S81665701,Ring-necked Duck,8
S81665701,Double-crested Cormorant,1
S81665701,Northern Cardinal,2
S80409790,Downy Woodpecker,4
S80409790,Northern Cardinal,2
S80409790,Hermit Thrush,2
S80409790,Common Grackle,3
S80409790,American Goldfinch,1
S80409790,Eastern Phoebe,1
S80409790,Bald Eagle,1
S80409790,Carolina Chickadee,5
S80409790,Swamp Sparrow,7
S80409790,White-breasted Nuthatch,2
S80409790,Northern Flicker,1
S80409790,Song Sparrow,7
S80409790,Turkey Vulture,8
S80409790,Golden-crowned Kinglet,3
S80409790,Carolina Wren,3
S80409790,Red-breasted Nuthatch,1
S80409790,Hairy Woodpecker,3
S80409790,Black Vulture,4
S80409790,Pileated Woodpecker,1
S80409790,Tufted Titmouse,1
S80409790,Winter Wren,2
S80409790,White-throated Sparrow,14
S80409790,American Crow,2
S80409790,Yellow-bellied Sapsucker,2
S80409790,Red-shouldered Hawk,2
S80409790,Brown Creeper,1
S80409790,Wood Duck,4
S80415443,Pileated Woodpecker,3
S80415443,Blue Jay,5
S80415443,White-breasted Nuthatch,8
S80415443,Carolina Chickadee,5
S80415443,Common Raven,1
S80415443,Northern Cardinal,1
S80415443,American Crow,1
S80415443,Red-tailed Hawk,1
S80415443,Tufted Titmouse,2
S80415443,Golden-crowned Kinglet,4
S80415443,Downy Woodpecker,1
S80710381,Pileated Woodpecker,1
S80710381,American Kestrel,1
S80285352,Common Raven,3
S80285352,Black Phoebe,1
S80285352,Canada Goose,30
S80285352,Northern Harrier,1
S80285352,Western Meadowlark,6
S80285352,Northern Flicker,1
S80285352,Say's Phoebe,1
S80488272,Savannah Sparrow,2
S80488272,Lesser Goldfinch,15
S80488272,Nuttall's Woodpecker,1
S80488272,Northern Flicker,2
S80488272,White-breasted Nuthatch,5
S80488272,Northern Harrier,2
S80488272,Steller's Jay,1
S80488272,Common Raven,2
S80488272,California Thrasher,2
S80488272,Bald Eagle,1
S80488272,Golden Eagle,2
S80488272,Bewick's Wren,2
S80488272,California Quail,1
S80488272,American Kestrel,1
S80488272,Canyon Wren,1
S80488272,Turkey Vulture,10
S80488272,White-crowned Sparrow,1
S80488272,California Scrub-Jay,8
S80488272,European Starling,6
S80488272,Western Bluebird,5
S80488272,Hutton's Vireo,1
S80488272,Acorn Woodpecker,12
S80488272,Wrentit,2
S80488272,Say's Phoebe,1
S80488272,Spotted Towhee,2
S80488272,Anna's Hummingbird,2
S80488272,Band-tailed Pigeon,5
S80488272,Golden-crowned Sparrow,15
S80488272,Dark-eyed Junco,24
S80488272,Red-tailed Hawk,2
S80488272,Oak Titmouse,6
S80375738,Red-breasted Nuthatch,1
S80375738,Carolina Wren,1
S80375738,Mourning Dove,2
S80375738,Blue Jay,2
S80375738,American Goldfinch,5
S80375738,Dark-eyed Junco,5
S80375738,White-breasted Nuthatch,1
S80375738,Tufted Titmouse,1
S80375738,Carolina Chickadee,1
S80389495,Dark-eyed Junco,12
S80389495,Eastern Towhee,2
S80389495,American Robin,1
S80389495,Song Sparrow,1
S80389495,Downy Woodpecker,2
S80389495,Red-breasted Nuthatch,1
S80389495,Northern Cardinal,4
S80389495,Carolina Wren,2
S80389495,European Starling,1
S80389495,Mourning Dove,4
S80389495,Blue Jay,1
S80389495,Carolina Chickadee,2
S80389495,Hairy Woodpecker,1
S80389495,Tufted Titmouse,2
S80389495,White-throated Sparrow,9
S80389495,American Goldfinch,1
S80389495,House Finch,11
S80389495,Eastern Bluebird,3
S80389495,Red-bellied Woodpecker,1
S80616407,California Scrub-Jay,8
S80616407,Yellow-rumped Warbler,8
S80616407,Red-tailed Hawk,6
S80616407,European Starling,2
S80616407,Spotted Towhee,4
S80616407,Bushtit,16
S80616407,Downy Woodpecker,1
S80616407,Bewick's Wren,2
S80616407,Black Phoebe,2
S80616407,Northern Flicker,7
S80616407,White-throated Swift,50
S80616407,Red-shouldered Hawk,1
S80616407,Hermit Thrush,2
S80616407,Western Bluebird,20
S80616407,California Towhee,2
S80616407,Ruby-crowned Kinglet,12
S80616407,Golden-crowned Sparrow,8
S80616407,Oak Titmouse,18
S80616407,Hairy Woodpecker,2
S80616407,American Goldfinch,1
S80616407,California Quail,16
S80616407,Nuttall's Woodpecker,3
S80616407,Acorn Woodpecker,5
S80616407,White-crowned Sparrow,18
S80616407,Mourning Dove,16
S80616407,Savannah Sparrow,8
S80616407,Dark-eyed Junco,60
S80616407,American Kestrel,2
S80616407,Common Raven,6
S80616407,Golden Eagle,2
S80616407,White-breasted Nuthatch,3
S80616407,Rufous-crowned Sparrow,1
S80293491,Song Sparrow,2
S80293491,Red-tailed Hawk,1
S80293491,European Starling,180
S80293491,Ruddy Duck,6
S80293491,Bushtit,3
S80293491,Black Phoebe,2
S80293491,Yellow-rumped Warbler,2
S80293491,Red-winged Blackbird,40
S80293491,Yellow-rumped Warbler,3
S80293491,Mallard,2
S80293491,Red-shouldered Hawk,1
S80293491,Ring-necked Duck,19
S80293491,Canvasback,1
S80293491,Common Yellowthroat,1
S80293491,Marsh Wren,1
S80293491,Northern Harrier,1
S80293491,White-crowned Sparrow,3
S80293491,Eared Grebe,2
S80293491,Brewer's Blackbird,1
S80293491,American Coot,10
S80293491,Pied-billed Grebe,1
S80293491,Golden-crowned Sparrow,1
S80293491,Bufflehead,1
S80293491,American Wigeon,4
S80528279,Purple Finch,3
S80528279,House Finch,3
S80528279,Steller's Jay,1
S80528279,White-breasted Nuthatch,1
S80528279,Pine Siskin,3
S80528279,California Quail,3
S80528279,hummingbird sp.,1
S80528279,Dark-eyed Junco,2
S80528279,White-crowned Sparrow,1
S80528279,California Towhee,2
S80528279,California Scrub-Jay,1
S80591423,Red-headed Woodpecker,2
S80591423,Mourning Dove,7
S80591423,Golden Eagle,1
S80591423,Red-tailed Hawk,5
S80591423,Dark-eyed Junco,25
S80591423,Northern Flicker,1
S80591423,Rock Pigeon,3
S80591423,Downy Woodpecker,1
S80591423,Red-breasted Nuthatch,1
S80591423,Bald Eagle,2
S80591423,Common Raven,2
S80591423,White-breasted Nuthatch,2
S80591423,Belted Kingfisher,2
S80591423,Carolina/Black-capped Chickadee,3
S80591423,Blue Jay,3
S80591423,Cooper's Hawk,1
S80591423,Northern Cardinal,4
S80591423,Tufted Titmouse,5
S80591423,Wilson's Snipe,2
S80591423,Green-winged Teal,2
S80591423,House Sparrow,2
S80591423,Carolina Wren,1
S80591423,Mallard,8
S80591423,American Goldfinch,4
S80591423,American Crow,5
S80591423,Song Sparrow,3
S80591423,Great Blue Heron,1
S80591423,Eastern Bluebird,2
S80591423,Eastern Meadowlark,2
S80591423,Hairy Woodpecker,1
S80591423,European Starling,5
S80591423,Northern Harrier,2
S80591423,American Kestrel,3
S80591423,Barn Owl,1
S80339410,Ruby-crowned Kinglet,1
S80339410,Steller's Jay,4
S80339410,Chestnut-backed Chickadee,1
S80339410,American Coot,20
S80339410,California Scrub-Jay,1
S80339410,Common Merganser,1
S80339410,Acorn Woodpecker,3
