SAMPLING EVENT IDENTIFIER,LATITUDE,LONGITUDE,OBSERVATION DATE,TIME OBSERVATIONS STARTED,OBSERVER ID,DURATION MINUTES
S80541346,37.18123175677006,-77.39674085604734,2021-02-06,16:13:00,obs439293,7.0
S80280797,37.01012475677006,-81.67892285604734,2021-02-01,13:43:00,obs446505,77.0
S80527009,37.36854975677006,-119.61601885604735,2021-02-06,10:14:00,obs277822,24.0
S80322898,37.340674756770056,-122.07665685604735,2021-02-02,11:56:00,obs1023179,3.0
S80529724,37.728790356770055,-121.12892445604734,2021-02-06,10:31:00,obs886498,42.0
S80386002,37.52782475677006,-120.85712285604734,2021-02-03,11:35:00,obs934152,120.0
S80469603,36.987429156770055,-122.00686735604734,2021-02-05,10:35:00,obs837888,30.0
S80553321,37.50150945677006,-77.04461455604735,2021-02-06,17:41:00,obs788432,
S80553569,37.27524105677006,-122.40826095604734,2021-02-06,09:30:00,obs2066754,120.0
S80554504,37.343714256770056,-121.64321655604735,2021-02-06,08:17:00,obs61008,53.0
S80503808,37.26716505677006,-79.91087135604734,2021-02-06,07:49:00,obs23140,
S80561869,37.52782475677006,-120.85712285604734,2021-02-06,14:22:00,obs963926,165.0
S80685469,37.52782475677006,-120.85712285604734,2021-02-08,14:08:00,obs963926,165.0
S82331944,36.98855675677006,-122.00106985604734,2021-02-01,10:35:00,obs1535371,24.0
S80492252,37.071131656770056,-119.79138195604735,2021-02-05,07:33:00,obs483618,48.0
S105753125,37.19017435677006,-121.54697255604734,2021-02-01,08:30:00,obs2068172,210.0
S80258368,37.072712456770056,-113.55773045604734,2021-02-01,09:08:00,obs1212231,75.0
S80340633,37.76139235677006,-122.40509355604735,2021-02-02,17:00:00,obs1817120,29.0
S80400173,37.16982325677006,-94.51214135604734,2021-02-03,10:00:00,obs104456,45.0
S80578520,37.32887575677006,-87.49308385604735,2021-02-07,07:23:00,obs674608,26.0
S80473582,37.133564756770056,-76.52338785604735,2021-02-05,15:20:00,obs630761,
S80311867,37.157681956770055,-94.48727185604734,2021-02-02,10:07:00,obs1017400,30.0
S80308256,37.774532056770056,-122.44951545604734,2021-02-02,07:34:00,obs601326,
S80412096,37.37439275677006,-77.37415085604734,2021-02-04,10:18:00,obs1863913,81.0
S86505214,37.785339056770056,-122.26744655604735,2021-02-09,14:00:00,obs952887,
S80312881,37.33088935677006,-77.37307245604734,2021-02-02,09:35:00,obs159303,63.0
S80625408,37.38439685677006,-119.73045345604734,2021-02-07,16:14:00,obs162897,86.0
S81535204,37.00502875677006,-88.31508735604734,2021-02-07,09:13:00,obs102532,
S80445550,37.43869135677006,-122.16641435604734,2021-02-04,17:35:00,obs536845,34.0
S93861186,37.77719055677006,-81.18952685604734,2021-02-08,07:25:00,obs90307,
S93862058,37.77719055677006,-81.18952685604734,2021-02-09,08:19:00,obs90307,
S80414875,37.38261935677006,-76.63622675604735,2021-02-04,08:35:00,obs773300,20.0
S80712076,37.34551075677006,-122.01629385604734,2021-02-09,10:36:00,obs1314397,15.0
S80420190,37.34551075677006,-122.01629385604734,2021-02-04,10:55:00,obs1314397,9.0
S80256128,37.157681956770055,-94.48727185604734,2021-02-01,10:16:00,obs1017400,30.0
S80715929,37.157681956770055,-94.48727185604734,2021-02-09,13:18:00,obs1017400,39.0
S80363288,37.157681956770055,-94.48727185604734,2021-02-03,10:22:00,obs1017400,30.0
S80526474,36.97071775677006,-76.28173275604735,2021-02-06,13:12:00,obs507632,17.0
S80524731,37.786589756770056,-78.57253185604735,2021-02-06,08:53:00,obs485753,8.0
S80367877,37.157681956770055,-94.48727185604734,2021-02-03,11:49:00,obs1017400,30.0
S80367250,37.708174756770056,-92.84835635604735,2021-02-03,12:05:00,obs1241254,30.0
S80591945,37.73478875677006,-121.43243185604734,2021-02-07,09:39:00,obs1655748,
S80484967,37.774532056770056,-122.44951545604734,2021-02-05,15:49:00,obs601326,
S80396439,37.37472245677006,-122.08161295604734,2021-02-03,11:13:00,obs625102,42.0
S80405913,37.157681956770055,-94.48727185604734,2021-02-04,08:12:00,obs1017400,30.0
S80408085,36.91366205677006,-76.11444495604734,2021-02-04,08:05:00,obs753319,
S80651011,37.34551075677006,-122.01629385604734,2021-02-08,09:06:00,obs1314397,16.0
S80462083,37.157681956770055,-94.48727185604734,2021-02-05,10:32:00,obs1017400,30.0
S80464395,37.34551075677006,-122.01629385604734,2021-02-05,09:12:00,obs1314397,26.0
S80555303,36.989962756770055,-81.52994485604734,2021-02-06,16:51:00,obs854133,
S79976810,37.18252475677006,-76.54822285604735,2021-02-06,07:30:00,obs717080,150.0
S80502186,37.145992756770056,-80.56241615604735,2021-02-06,07:47:00,obs60282,13.0
S80508093,37.157681956770055,-94.48727185604734,2021-02-06,08:28:00,obs1017400,30.0
S80670014,37.157681956770055,-94.48727185604734,2021-02-08,15:45:00,obs1017400,20.0
S80681240,36.99528045677006,-121.99856105604734,2021-02-08,10:52:00,obs183290,40.0
S80695834,37.55978005677006,-77.65054165604734,2021-02-09,08:04:00,obs455851,95.0
S80697101,37.157681956770055,-94.48727185604734,2021-02-09,08:55:00,obs1017400,13.0
S80745714,37.33088935677006,-77.37307245604734,2021-02-09,09:41:00,obs159303,52.0
S80851562,37.50652945677006,-121.82212215604734,2021-02-09,,obs994966,
S81512518,37.55978005677006,-77.65054165604734,2021-02-08,10:41:00,obs455851,150.0
S80303304,37.669376056770055,-84.66964715604735,2021-02-02,08:43:00,obs170636,10.0
S80432362,37.515910256770056,-122.19963285604734,2021-02-04,17:38:00,obs2088182,17.0
S83597187,37.25879075677006,-100.30280785604734,2021-02-07,12:12:00,obs627212,
S81802421,37.42442745677006,-79.55091175604734,2021-02-06,16:10:00,obs479054,52.0
S81802511,37.42442745677006,-79.55091175604734,2021-02-07,07:56:00,obs479054,76.0
S80709980,37.157681956770055,-94.48727185604734,2021-02-09,12:03:00,obs1017400,10.0
S80289904,37.45344325677006,-122.22291535604734,2021-02-01,16:43:00,obs140245,23.0
S80289905,37.45344325677006,-122.22291535604734,2021-02-01,16:43:00,obs181199,23.0
S80476546,37.26716505677006,-79.91087135604734,2021-02-05,11:39:00,obs1174687,60.0
S80714521,37.18743475677006,-122.14323185604734,2021-02-09,10:06:00,obs158489,84.0
S80441683,37.52782475677006,-120.85712285604734,2021-02-04,14:28:00,obs963926,150.0
S80315544,37.21132825677006,-97.52866085604734,2021-02-02,07:50:00,obs856612,209.0
S80377784,37.42442745677006,-79.55091175604734,2021-02-03,07:32:00,obs479054,24.0
S80377779,37.42442745677006,-79.55091175604734,2021-02-02,09:55:00,obs479054,72.0
S80424053,37.460078356770055,-119.73923175604735,2021-02-04,09:45:00,obs633777,60.0
S80266879,37.17596315677006,-122.14663495604734,2021-02-01,09:26:00,obs1067282,72.0
S80281866,37.21796975677006,-104.46527285604735,2021-02-01,15:05:00,obs229871,5.0
S80433882,37.00127775677006,-121.99927585604735,2021-02-04,14:34:00,obs141265,31.0
S80380196,37.19017435677006,-121.54697255604734,2021-02-03,13:26:00,obs819064,34.0
S80400271,37.321759056770055,-89.55515525604734,2021-02-04,05:53:00,obs357780,
S80444292,37.460078356770055,-119.73923175604735,2021-02-04,14:15:00,obs633777,40.0
S80462864,37.460078356770055,-119.73923175604735,2021-02-05,08:30:00,obs633777,25.0
S80549977,36.90866475677006,-76.10668185604735,2021-02-06,07:46:00,obs382886,48.0
S80559039,37.24656255677006,-76.86764065604734,2021-02-06,11:30:00,obs244796,150.0
S80549094,37.49402285677006,-122.17721755604734,2021-02-06,14:04:00,obs1816332,65.0
S80625185,37.38765575677006,-118.42009585604734,2021-02-07,17:23:00,obs403888,
S80667408,37.69341285677006,-122.05366435604735,2021-02-08,12:13:00,obs184933,69.0
S80731541,37.442766756770055,-122.11725385604734,2021-02-09,15:55:00,obs297721,54.0
S80731903,37.43562875677006,-122.12090385604735,2021-02-07,16:10:00,obs297721,75.0
S80782840,37.17607265677006,-122.17882785604735,2021-02-08,12:00:00,obs1067282,60.0
S80782785,37.17607265677006,-122.17882785604735,2021-02-09,04:00:00,obs1067282,60.0
S80968578,37.29631675677006,-119.53265185604734,2021-02-03,09:57:00,obs277822,24.0
S80337214,37.79379755677006,-122.42797195604734,2021-02-02,15:06:00,obs551001,34.0
S80732899,37.79379755677006,-122.42797195604734,2021-02-09,15:00:00,obs1034501,90.0
S80332305,37.30021175677006,-108.63866185604735,2021-02-02,14:27:00,obs1770012,44.0
S99998480,37.30021175677006,-108.63866185604735,2021-02-02,14:27:00,obs168526,44.0
S80415105,37.41234275677006,-79.21976585604735,2021-02-04,11:44:00,obs2009532,52.0
S80415379,37.414741056770055,-76.63768555604734,2021-02-04,09:20:00,obs773300,12.0
S93853161,37.77719055677006,-81.18952685604734,2021-02-03,07:39:00,obs90307,
S80296269,37.52782475677006,-120.85712285604734,2021-02-01,13:55:00,obs963926,150.0
S80373965,37.50566545677006,-122.48254415604734,2021-02-03,10:42:00,obs166761,2.0
S80704393,37.607347356770056,-122.37716135604734,2021-02-09,08:51:00,obs115521,5.0
S80288523,37.342519956770055,-121.94850025604734,2021-02-01,16:30:00,obs1538239,11.0
S80329131,37.50566545677006,-122.48254415604734,2021-02-02,12:15:00,obs313645,68.0
S80328937,37.20690775677006,-81.38282785604734,2021-02-02,16:27:00,obs1029429,3.0
S80433530,37.52109375677006,-122.24879185604735,2021-02-04,14:54:00,obs1635690,16.0
S80392577,37.137772756770055,-122.12282385604735,2021-02-01,16:20:00,obs1067282,30.0
S80396706,37.76703775677006,-122.50016685604734,2021-02-03,12:44:00,obs528351,75.0
S80489536,37.79549375677006,-122.48360985604734,2021-02-05,14:35:00,obs330343,84.0
S80550100,37.03845915677006,-94.51045915604735,2021-02-05,07:45:00,obs910922,45.0
S80523054,37.36142875677006,-88.48877085604734,2021-02-06,11:34:00,obs18979,20.0
S80661729,37.79379755677006,-122.42797195604734,2021-02-08,11:35:00,obs551001,35.0
S80706365,37.65404305677006,-98.72784435604734,2021-02-08,17:15:00,obs127243,
S81547428,37.55707975677006,-77.88402095604734,2021-02-05,08:30:00,obs1028931,40.0
S80653414,37.04633595677006,-122.03066165604734,2021-02-08,08:31:00,obs236210,29.0
S80559608,37.039873056770055,-76.29210895604734,2021-02-06,13:15:00,obs354840,39.0
S80412398,37.774532056770056,-122.44951545604734,2021-02-04,08:40:00,obs601326,5.0
S80425878,37.071131656770056,-119.79138195604735,2021-02-04,12:40:00,obs162897,5.0
S80246011,37.26716505677006,-79.91087135604734,2021-02-01,08:27:00,obs424773,24.0
S80272907,37.342519956770055,-121.94850025604734,2021-02-01,11:05:00,obs53116,47.0
S80528250,37.039873056770055,-76.29210895604734,2021-02-06,13:15:00,obs788432,39.0
S80432264,37.30028355677006,-121.93225195604734,2021-02-04,14:14:00,obs1676771,19.0
S80592857,37.32459275677006,-79.23265285604734,2021-02-07,12:50:00,obs2009532,
S80438069,37.63820475677006,-120.76170285604735,2021-02-04,16:29:00,obs446165,49.0
S79973736,37.12471215677006,-76.56744715604734,2021-02-07,09:00:00,obs717080,60.0
S80487411,37.541321456770056,-122.36849125604735,2021-02-05,16:51:00,obs115521,
S80488539,37.63820475677006,-120.76170285604735,2021-02-05,16:00:00,obs446165,82.0
S80553317,37.185834156770056,-122.00493865604734,2021-02-06,14:34:00,obs13267,104.0
S80596398,37.59013525677006,-77.57364375604735,2021-02-07,12:28:00,obs2194881,41.0
S80437134,37.57226215677006,-122.38056975604734,2021-02-04,16:33:00,obs115521,15.0
S80653359,37.63820475677006,-120.76170285604735,2021-02-08,08:42:00,obs446165,80.0
S80661175,37.468424756770055,-76.44529785604735,2021-02-08,15:02:00,obs526743,10.0
S80671565,37.30028355677006,-121.93225195604734,2021-02-08,13:50:00,obs1676771,19.0
S80668644,37.607347356770056,-122.37716135604734,2021-02-08,13:12:00,obs287486,20.0
S80680183,37.343714256770056,-121.64321655604735,2021-02-08,10:10:00,obs599888,30.0
S80704270,37.52852535677006,-77.41207185604735,2021-02-09,10:48:00,obs1448259,30.0
S80750018,37.36473945677006,-76.70274555604735,2021-02-09,08:15:00,obs176061,120.0
S80754574,37.28560995677006,-100.20037705604734,2021-02-07,12:23:00,obs627212,8.0
S80732084,37.63820475677006,-120.76170285604735,2021-02-09,16:00:00,obs446165,64.0
S81535205,37.00502875677006,-88.31508735604734,2021-02-07,09:13:00,obs456189,
S80702324,37.50566545677006,-122.48254415604734,2021-02-05,11:23:00,obs1545523,123.0
S80586384,37.50566545677006,-122.48254415604734,2021-02-07,08:08:00,obs1156451,30.0
S80318827,37.460078356770055,-119.73923175604735,2021-02-02,09:55:00,obs633777,45.0
S80453982,37.32887575677006,-87.49308385604735,2021-02-05,08:51:00,obs674608,
S80323107,37.32887575677006,-87.49308385604735,2021-02-02,14:03:00,obs674608,
S80426756,37.32887575677006,-87.49308385604735,2021-02-04,14:52:00,obs674608,15.0
S80352739,37.32887575677006,-87.49308385604735,2021-02-03,07:17:00,obs674608,15.0
S80476487,37.32887575677006,-87.49308385604735,2021-02-05,15:12:00,obs674608,
S80637974,37.32887575677006,-87.49308385604735,2021-02-08,07:02:00,obs674608,22.0
S80392844,37.291323756770055,-81.90309485604735,2021-02-03,08:31:00,obs372206,120.0
S80413915,37.157681956770055,-94.48727185604734,2021-02-04,10:39:00,obs1017400,30.0
S80285822,37.40057375677006,-77.26710385604734,2021-02-01,16:24:00,obs1522879,18.0
S80307932,37.56371455677006,-77.57477105604734,2021-02-02,10:28:00,obs440760,
S80414817,37.34551075677006,-122.01629385604734,2021-02-04,09:15:00,obs1314397,16.0
S81535203,37.00502875677006,-88.31508735604734,2021-02-07,09:13:00,obs560752,
S80599427,36.988189756770055,-85.69557885604735,2021-02-07,12:37:00,obs1041679,29.0
S80310869,37.79379755677006,-122.42797195604734,2021-02-02,07:04:00,obs668757,77.0
S80417451,37.79379755677006,-122.42797195604734,2021-02-04,08:54:00,obs637152,55.0
S80802665,37.531720056770055,-122.06722015604734,2021-02-08,07:30:00,obs333259,
S80666620,37.79379755677006,-122.42797195604734,2021-02-08,09:35:00,obs637152,59.0
S80680822,36.980607756770056,-88.22298925604734,2021-02-08,20:02:00,obs673237,
S80448970,37.33088935677006,-77.37307245604734,2021-02-05,07:17:00,obs159303,30.0
S80277842,37.26353305677006,-78.35665545604735,2021-02-01,15:50:00,obs145326,15.0
S80261592,37.34551075677006,-122.01629385604734,2021-02-01,09:54:00,obs1314397,17.0
S80276313,37.157681956770055,-94.48727185604734,2021-02-01,14:09:00,obs1017400,30.0
S80364072,37.774532056770056,-122.44951545604734,2021-02-03,09:02:00,obs601326,5.0
S80523598,37.786589756770056,-78.57253185604735,2021-02-06,08:53:00,obs310039,8.0
S80358738,37.157681956770055,-94.48727185604734,2021-02-03,08:59:00,obs1017400,30.0
S80335072,37.786589756770056,-78.57253185604735,2021-02-02,17:12:00,obs538231,20.0
S80591744,37.157681956770055,-94.48727185604734,2021-02-07,11:06:00,obs1017400,30.0
S80553338,37.18252475677006,-76.54822285604735,2021-02-06,07:30:00,obs717080,150.0
S80540485,37.157681956770055,-94.48727185604734,2021-02-06,14:43:00,obs1017400,32.0
S80541506,37.18252475677006,-76.54822285604735,2021-02-06,12:44:00,obs526743,69.0
S80708860,36.97071775677006,-76.28173275604735,2021-02-09,12:34:00,obs507632,23.0
S80543042,37.157681956770055,-94.48727185604734,2021-02-06,15:16:00,obs1017400,30.0
S79976673,37.18252475677006,-76.54822285604735,2021-02-06,07:30:00,obs717080,150.0
S86385109,36.97078675677006,-122.02290085604734,2021-02-07,14:03:00,obs2061653,60.0
S86384869,36.97078675677006,-122.02290085604734,2021-02-07,14:03:00,obs2061653,60.0
S80550535,37.37789075677006,-122.14119785604734,2021-02-06,15:33:00,obs731118,
S80562738,36.99528045677006,-121.99856105604734,2021-02-06,08:24:00,obs837888,60.0
S80609678,37.157681956770055,-94.48727185604734,2021-02-07,14:38:00,obs1017400,30.0
S80503890,37.79603585677006,-95.84414775604735,2021-02-05,08:25:00,obs18501,33.0
S80610488,37.30271045677006,-78.22817445604734,2021-02-07,15:47:00,obs2090410,35.0
S80618760,36.99528045677006,-121.99856105604734,2021-02-07,11:23:00,obs180993,25.0
S80652618,37.47937195677006,-79.88067785604734,2021-02-08,12:47:00,obs1008728,2.0
S80701936,37.157681956770055,-94.48727185604734,2021-02-09,10:03:00,obs1017400,19.0
S81277535,37.125749156770055,-113.52446075604735,2021-02-08,12:40:00,obs1427607,
S80673226,36.97356295677006,-121.95395055604735,2021-02-08,15:02:00,obs1448924,
S80453493,37.157681956770055,-94.48727185604734,2021-02-05,08:12:00,obs1017400,30.0
S80316286,37.157681956770055,-94.48727185604734,2021-02-02,11:49:00,obs1017400,10.0
S80254404,37.17596315677006,-122.14663495604734,2021-02-01,07:38:00,obs1067282,60.0
S80365571,36.98870155677006,-121.93932915604735,2021-02-02,15:30:00,obs457406,60.0
S80429792,37.15635875677006,-75.97198185604735,2021-02-04,16:53:00,obs903550,
S80317783,37.758494756770055,-89.45564385604735,2021-02-02,12:26:00,obs535937,3.0
S80358181,37.45730775677006,-122.15961185604735,2021-02-02,11:00:00,obs466709,60.0
S80432590,37.49402285677006,-122.17721755604734,2021-02-04,12:18:00,obs173455,29.0
S80371156,37.58253475677006,-122.47734285604734,2021-02-03,10:19:00,obs86402,62.0
S80374973,37.19017435677006,-121.54697255604734,2021-02-03,10:48:00,obs819064,93.0
S80435620,37.12083175677006,-79.71940885604734,2021-02-04,17:04:00,obs962225,
S80609456,37.79379755677006,-122.42797195604734,2021-02-07,10:22:00,obs637152,37.0
S80554226,37.45226375677006,-122.15517685604735,2021-02-06,13:44:00,obs1601382,120.0
S80489045,37.45344325677006,-122.22291535604734,2021-02-05,17:15:00,obs140245,18.0
S80502691,36.90866475677006,-76.10668185604735,2021-02-06,07:46:00,obs445546,48.0
S80724040,37.68635175677006,-76.40082285604734,2021-02-09,16:13:00,obs803039,55.0
S80718234,37.157681956770055,-94.48727185604734,2021-02-09,14:07:00,obs1017400,31.0
S80526538,37.157681956770055,-94.48727185604734,2021-02-06,12:03:00,obs1017400,30.0
S80495193,37.79379755677006,-122.42797195604734,2021-02-05,09:26:00,obs637152,68.0
S80485288,37.79379755677006,-122.42797195604734,2021-02-05,15:36:00,obs230614,20.0
S80623535,37.79379755677006,-122.42797195604734,2021-02-07,16:46:00,obs2088182,7.0
S80282153,37.460078356770055,-119.73923175604735,2021-02-01,08:30:00,obs633777,45.0
S87826570,37.50566545677006,-122.48254415604734,2021-02-05,,obs2013301,
S80553686,37.30041275677006,-105.83553085604734,2021-02-06,10:22:00,obs651046,6.0
S80379256,37.658558056770055,-77.42127615604734,2021-02-03,15:23:00,obs1825951,9.0
S80346456,37.680265756770055,-121.76177485604734,2021-02-01,16:05:00,obs52397,
S80296533,37.306965756770055,-121.76669085604735,2021-02-01,14:05:00,obs776044,15.0
S80396106,37.44011805677006,-121.92809405604734,2021-02-03,06:40:00,obs1248848,300.0
S80538607,37.236278756770055,-89.04013885604735,2021-02-06,13:10:00,obs725955,
S80538606,37.236278756770055,-89.04013885604735,2021-02-06,13:10:00,obs435714,
S80550954,37.37823885677006,-119.61652335604734,2021-02-06,14:49:00,obs162897,52.0
S80655956,37.546999756770056,-120.79205385604735,2021-02-08,10:31:00,obs1232351,8.0
S80719579,37.508497756770055,-112.49926585604734,2021-02-05,09:33:00,obs199374,
S80607265,37.50566545677006,-122.48254415604734,2021-02-07,12:27:00,obs54836,12.0
S80782074,37.50566545677006,-122.48254415604734,2021-02-06,09:06:00,obs551717,104.0
S87825124,37.607347356770056,-122.37716135604734,2021-02-05,,obs2013301,
S80502752,37.483497756770056,-77.20145785604734,2021-02-06,07:32:00,obs788432,64.0
S80671309,37.50566545677006,-122.48254415604734,2021-02-03,07:45:00,obs340479,120.0
S80256838,37.39079175677006,-77.66526985604735,2021-02-01,11:56:00,obs484516,2.0
S80360929,37.42546225677006,-77.64936145604734,2021-02-03,10:02:00,obs34653,71.0
S80326982,37.36473945677006,-76.70274555604735,2021-02-01,08:15:00,obs176061,120.0
S80327248,37.36473945677006,-76.70274555604735,2021-02-02,08:15:00,obs176061,180.0
S80279132,37.607347356770056,-122.37716135604734,2021-02-01,12:12:00,obs313645,75.0
S80439606,37.63820475677006,-120.76170285604735,2021-02-04,15:00:00,obs1279920,120.0
S80444258,37.46704075677006,-119.73916435604734,2021-02-03,16:00:00,obs633777,25.0
S80552919,37.72230735677006,-89.05912785604734,2021-02-06,15:59:00,obs695562,3.0
S80543980,37.17735255677006,-107.30384505604734,2021-02-06,09:23:00,obs675156,300.0
S80553009,37.26716505677006,-79.91087135604734,2021-02-06,15:48:00,obs424773,72.0
S80720835,37.38261935677006,-76.63622675604735,2021-02-08,10:45:00,obs389321,30.0
S80580031,37.26716505677006,-79.91087135604734,2021-02-07,09:18:00,obs1103848,61.0
S80620907,37.552515756770056,-122.33575785604734,2021-02-07,14:26:00,obs91229,60.0
S80626464,37.78006125677006,-122.51172125604734,2021-02-07,11:48:00,obs494347,15.0
S80722787,37.16982325677006,-94.51214135604734,2021-02-09,11:15:00,obs104456,45.0
S80632358,37.52782475677006,-120.85712285604734,2021-02-07,13:25:00,obs963926,85.0
S80749759,37.50919265677006,-122.48233905604734,2021-02-09,21:56:00,obs340479,1.0
S80285631,37.071131656770056,-119.79138195604735,2021-02-01,07:27:00,obs483618,49.0
S81873290,37.52420655677006,-122.25051155604734,2021-02-05,08:32:00,obs340479,150.0
S80594663,37.09650775677006,-81.79850845604734,2021-02-07,11:00:00,obs446505,61.0
S80594334,37.09650775677006,-81.79850845604734,2021-02-06,15:00:00,obs446505,35.0
S80614727,37.089611856770055,-80.46654465604735,2021-02-07,15:25:00,obs1528016,10.0
S80508568,37.32887575677006,-87.49308385604735,2021-02-06,08:47:00,obs674608,22.0
S80474442,37.00359055677006,-121.90672105604735,2021-02-05,09:33:00,obs88430,176.0
S80284507,37.23803465677006,-117.98157745604735,2021-02-01,09:04:00,obs149349,168.0
S80614900,37.41678375677006,-105.53356385604734,2021-02-07,08:17:00,obs651046,4.0
S80340640,37.67325495677006,-79.13635665604734,2021-02-02,10:35:00,obs167659,10.0
S80334572,37.652344156770056,-121.90118605604734,2021-02-02,13:37:00,obs1400919,77.0
S80523991,36.97051175677006,-76.29425785604734,2021-02-06,12:46:00,obs279010,16.0
S80262337,37.767628556770056,-122.50079925604734,2021-02-01,08:51:00,obs684207,10.0
S80613961,37.19273245677006,-76.51112855604734,2021-02-07,15:20:00,obs279010,105.0
S80369527,37.397409356770055,-121.80424035604734,2021-02-03,09:36:00,obs1227101,74.0
S81040299,37.500987556770056,-122.22191875604734,2021-02-09,,obs189374,
S80253162,37.26490445677006,-76.48721725604734,2021-02-01,10:20:00,obs1371697,20.0
S80358658,37.477711156770056,-77.53147915604734,2021-02-03,07:08:00,obs696174,20.0
S80322707,37.76569055677006,-122.50280285604734,2021-02-02,11:03:00,obs462119,42.0
S80321609,37.26490445677006,-76.48721725604734,2021-02-02,13:20:00,obs1371697,60.0
S80846718,37.41180955677006,-121.80320505604735,2021-02-09,12:08:00,obs897180,116.0
S80470959,37.43068015677006,-79.90404145604734,2021-02-05,13:35:00,obs1388985,
S80472430,37.089611856770055,-80.46654465604735,2021-02-05,14:51:00,obs895579,10.0
S80547450,37.76569055677006,-122.50280285604734,2021-02-06,13:30:00,obs462119,73.0
S80555201,37.188682756770056,-121.70353985604734,2021-02-06,12:33:00,obs883932,90.0
S80719109,37.29408925677006,-76.78412195604734,2021-02-09,12:35:00,obs219250,143.0
S80658124,37.26490445677006,-76.48721725604734,2021-02-08,14:10:00,obs1371697,
S80721554,37.48125275677006,-122.13941185604735,2021-02-09,13:16:00,obs203365,15.0
S80616006,37.089611856770055,-80.46654465604735,2021-02-07,15:41:00,obs1361603,24.0
S80722730,37.397409356770055,-121.80424035604734,2021-02-09,10:58:00,obs897180,44.0
S80722700,37.397409356770055,-121.80424035604734,2021-02-09,09:16:00,obs897180,65.0
S80628501,37.397409356770055,-121.80424035604734,2021-02-07,09:26:00,obs1809671,120.0
S80491416,37.52420655677006,-122.25051155604734,2021-02-05,07:45:00,obs1780256,45.0
S80288375,37.38007145677006,-108.54684605604734,2021-02-01,10:12:00,obs825880,
S80484015,37.43890255677006,-94.56883675604735,2021-02-05,16:37:00,obs1017400,49.0
S82605257,37.70151975677006,-120.40399185604734,2021-02-05,12:30:00,obs189605,98.0
S80480415,37.65893975677006,-77.39831955604734,2021-02-05,15:59:00,obs1825951,33.0
S80541853,37.57619325677006,-122.30100685604734,2021-02-06,11:40:00,obs287486,39.0
S80712695,37.67758165677006,-121.91819705604735,2021-02-09,10:43:00,obs537242,
S80676020,37.630777456770055,-122.02901485604734,2021-02-08,13:46:00,obs602870,113.0
S80344057,37.77484475677006,-121.98466585604734,2021-02-01,11:42:00,obs1489309,
S80482212,37.04114785677006,-122.06486255604734,2021-02-05,09:50:00,obs183290,96.0
S80481767,37.04114785677006,-122.06486255604734,2021-02-05,09:50:00,obs141265,96.0
S80271646,37.697355556770056,-77.35551365604735,2021-02-01,11:27:00,obs330174,186.0
S80274276,37.30372375677006,-122.02459785604734,2021-02-01,12:06:00,obs1163764,11.0
S80484562,37.45769885677006,-122.24957285604734,2021-02-03,14:07:00,obs831160,201.0
S80484501,37.45769885677006,-122.24957285604734,2021-02-05,14:27:00,obs831160,30.0
S80334011,37.777398256770056,-81.18330695604735,2021-02-02,17:21:00,obs90307,21.0
S80533429,37.09886315677006,-89.36307245604735,2021-02-06,12:02:00,obs725955,
S80533427,37.09886315677006,-89.36307245604735,2021-02-06,12:02:00,obs165598,
S80533428,37.09886315677006,-89.36307245604735,2021-02-06,12:02:00,obs435714,
S80471111,37.610504856770056,-122.01813045604734,2021-02-05,07:57:00,obs559085,160.0
S80544011,37.697355556770056,-77.35551365604735,2021-02-06,16:19:00,obs330174,39.0
S80347827,37.04114785677006,-122.06486255604734,2021-02-01,16:20:00,obs457406,45.0
S80492385,37.52420655677006,-122.25051155604734,2021-02-05,09:04:00,obs282116,
S80555185,37.113884756770055,-81.35191285604735,2021-02-06,10:10:00,obs854133,
S80560423,37.52420655677006,-122.25051155604734,2021-02-06,10:00:00,obs224810,130.0
S80556339,37.57619325677006,-122.30100685604734,2021-02-06,15:57:00,obs819064,86.0
S80577588,37.697355556770056,-77.35551365604735,2021-02-07,09:35:00,obs330174,14.0
S80616088,37.52420655677006,-122.25051155604734,2021-02-07,12:30:00,obs197993,90.0
S80658557,37.38007145677006,-108.54684605604734,2021-02-08,10:59:00,obs286360,68.0
S80686960,37.37340675677006,-122.06777185604734,2021-02-08,09:00:00,obs356705,
S80674997,37.52420655677006,-122.25051155604734,2021-02-08,15:25:00,obs536845,12.0
S81422277,37.38007145677006,-108.54684605604734,2021-02-07,11:24:00,obs286360,102.0
S80491397,37.767628556770056,-122.50079925604734,2021-02-05,15:15:00,obs1780256,30.0
S80271262,37.57619325677006,-122.30100685604734,2021-02-01,09:37:00,obs340479,110.0
S80271261,37.57619325677006,-122.30100685604734,2021-02-01,09:37:00,obs313645,110.0
S80494540,37.57619325677006,-122.30100685604734,2021-02-05,15:05:00,obs821693,90.0
S80284958,37.767628556770056,-122.50079925604734,2021-02-01,12:15:00,obs787121,30.0
S80587273,37.66413505677006,-122.37979455604734,2021-02-07,07:29:00,obs2134326,79.0
S80587691,37.67325495677006,-79.13635665604734,2021-02-07,11:47:00,obs723765,5.0
S80243867,37.427895656770055,-79.24312405604735,2021-02-01,07:55:00,obs637339,2.0
S80346504,37.06082455677006,-118.26983315604734,2021-02-02,09:31:00,obs149349,37.0
S80424265,37.317560656770056,-76.70455345604735,2021-02-04,09:19:00,obs169074,168.0
S80381419,37.149181856770056,-121.77610935604734,2021-02-03,08:28:00,obs1806696,112.0
